100_jgaap 	 AnalysisDriver
108_liferay 	 com.liferay.portal.cache.MultiVMPoolImpl
108_liferay 	 com.liferay.portal.cache.SingleVMPoolImpl
108_liferay 	 com.liferay.portal.cache.ThreadLocalCacheAdvice
108_liferay 	 com.liferay.portal.cache.cluster.EhcachePortalCacheClusterReplicator
108_liferay 	 com.liferay.portal.cache.cluster.EhcachePortalCacheClusterReplicatorFactory
108_liferay 	 com.liferay.portal.cache.cluster.clusterlink.ClusterLinkPortalCacheClusterChannel
108_liferay 	 com.liferay.portal.cache.cluster.clusterlink.ClusterLinkPortalCacheClusterChannelFactory
108_liferay 	 com.liferay.portal.cache.cluster.clusterlink.messaging.ClusterLinkPortalCacheClusterListener
108_liferay 	 com.liferay.portal.cache.ehcache.ClearEhcacheThreadUtil
108_liferay 	 com.liferay.portal.cache.ehcache.EhcacheConfigurationUtil
108_liferay 	 com.liferay.portal.cache.ehcache.EhcachePortalCache
108_liferay 	 com.liferay.portal.cache.ehcache.EhcachePortalCacheManager
108_liferay 	 com.liferay.portal.cache.ehcache.JGroupsBootstrapCacheLoader
108_liferay 	 com.liferay.portal.cache.ehcache.JGroupsBootstrapCacheLoaderFactory
108_liferay 	 com.liferay.portal.cache.ehcache.JGroupsCacheManagerPeerProviderFactory
108_liferay 	 com.liferay.portal.cache.ehcache.JGroupsManager
108_liferay 	 com.liferay.portal.cache.ehcache.LiferayBootstrapCacheLoaderFactory
108_liferay 	 com.liferay.portal.cache.ehcache.LiferayCacheEventListenerFactory
108_liferay 	 com.liferay.portal.cache.ehcache.LiferayCacheManagerPeerProviderFactory
108_liferay 	 com.liferay.portal.cache.ehcache.ModifiableEhcacheWrapper
108_liferay 	 com.liferay.portal.cache.ehcache.PortalCacheCacheEventListener
108_liferay 	 com.liferay.portal.cache.ehcache.RMICacheManagerPeerProviderFactory
108_liferay 	 com.liferay.portal.cache.key.BaseCacheKeyGenerator
108_liferay 	 com.liferay.portal.cache.key.HashCodeCacheKeyGenerator
108_liferay 	 com.liferay.portal.cache.key.JavaMD5CacheKeyGenerator
108_liferay 	 com.liferay.portal.cache.key.SimpleCacheKeyGenerator
108_liferay 	 com.liferay.portal.cache.memcached.DefaultMemcachedClientFactory
108_liferay 	 com.liferay.portal.cache.memcached.MemcachePortalCache
108_liferay 	 com.liferay.portal.cache.memcached.MemcachePortalCacheManager
108_liferay 	 com.liferay.portal.cache.memcached.MemcachedClientPoolableObjectFactory
108_liferay 	 com.liferay.portal.cache.memcached.PooledMemcachePortalCache
108_liferay 	 com.liferay.portal.cache.memcached.PooledMemcachePortalCacheManager
108_liferay 	 com.liferay.portal.cache.memcached.PooledMemcachedClientFactory
108_liferay 	 com.liferay.portal.cache.memory.MemoryPortalCache
108_liferay 	 com.liferay.portal.cache.memory.MemoryPortalCacheManager
108_liferay 	 com.liferay.portal.cache.transactional.TransactionalPortalCache
108_liferay 	 com.liferay.portal.cache.transactional.TransactionalPortalCacheHelper
108_liferay 	 com.liferay.portal.captcha.CaptchaAction
108_liferay 	 com.liferay.portal.captcha.CaptchaImpl
108_liferay 	 com.liferay.portal.captcha.CaptchaPortalAction
108_liferay 	 com.liferay.portal.captcha.CaptchaPortletAction
108_liferay 	 com.liferay.portal.captcha.recaptcha.ReCaptchaImpl
108_liferay 	 com.liferay.portal.captcha.simplecaptcha.DictionaryWordTextProducer
108_liferay 	 com.liferay.portal.captcha.simplecaptcha.PinNumberTextProducer
108_liferay 	 com.liferay.portal.captcha.simplecaptcha.SimpleCaptchaImpl
108_liferay 	 com.liferay.portal.ccpp.EmptyProfile
108_liferay 	 com.liferay.portal.ccpp.PortalProfileFactory
108_liferay 	 com.liferay.portal.cluster.AddressImpl
108_liferay 	 com.liferay.portal.cluster.BaseReceiver
108_liferay 	 com.liferay.portal.cluster.ClusterBase
108_liferay 	 com.liferay.portal.cluster.ClusterExecutorImpl
108_liferay 	 com.liferay.portal.cluster.ClusterForwardReceiver
108_liferay 	 com.liferay.portal.cluster.ClusterInvokeThreadLocal
108_liferay 	 com.liferay.portal.cluster.ClusterLinkImpl
108_liferay 	 com.liferay.portal.cluster.ClusterRequestReceiver
108_liferay 	 com.liferay.portal.cluster.ClusterableAdvice
108_liferay 	 com.liferay.portal.cluster.ClusterableChainableMethodAdviceInjector
108_liferay 	 com.liferay.portal.cluster.DebuggingClusterEventListenerImpl
108_liferay 	 com.liferay.portal.cluster.LiveUsersClusterEventListenerImpl
108_liferay 	 com.liferay.portal.configuration.ConfigurationFactoryImpl
108_liferay 	 com.liferay.portal.configuration.ConfigurationImpl
108_liferay 	 com.liferay.portal.configuration.easyconf.ClassLoaderAggregateProperties
108_liferay 	 com.liferay.portal.configuration.easyconf.ClassLoaderComponentConfiguration
108_liferay 	 com.liferay.portal.convert.ConvertDatabase
108_liferay 	 com.liferay.portal.convert.ConvertDocumentLibrary
108_liferay 	 com.liferay.portal.convert.ConvertDocumentLibraryExtraSettings
108_liferay 	 com.liferay.portal.convert.ConvertException
108_liferay 	 com.liferay.portal.convert.ConvertProcess
108_liferay 	 com.liferay.portal.convert.ConvertWikiCreole
108_liferay 	 com.liferay.portal.convert.action.EditDocumentLibraryExtraSettingsAction
108_liferay 	 com.liferay.portal.convert.messaging.ConvertProcessMessageListener
108_liferay 	 com.liferay.portal.dao.db.BaseDB
108_liferay 	 com.liferay.portal.dao.db.DB2DB
108_liferay 	 com.liferay.portal.dao.db.DBFactoryImpl
108_liferay 	 com.liferay.portal.dao.db.DerbyDB
108_liferay 	 com.liferay.portal.dao.db.FirebirdDB
108_liferay 	 com.liferay.portal.dao.db.HypersonicDB
108_liferay 	 com.liferay.portal.dao.db.InformixDB
108_liferay 	 com.liferay.portal.dao.db.IngresDB
108_liferay 	 com.liferay.portal.dao.db.InterBaseDB
108_liferay 	 com.liferay.portal.dao.db.JDataStoreDB
108_liferay 	 com.liferay.portal.dao.db.MySQLDB
108_liferay 	 com.liferay.portal.dao.db.OracleDB
108_liferay 	 com.liferay.portal.dao.db.PostgreSQLDB
108_liferay 	 com.liferay.portal.dao.db.SAPDB
108_liferay 	 com.liferay.portal.dao.db.SQLServerDB
108_liferay 	 com.liferay.portal.dao.db.SybaseDB
108_liferay 	 com.liferay.portal.dao.jdbc.CurrentConnectionImpl
108_liferay 	 com.liferay.portal.dao.jdbc.DataSourceFactoryImpl
108_liferay 	 com.liferay.portal.dao.jdbc.aop.DynamicDataSourceTargetSource
108_liferay 	 com.liferay.portal.dao.jdbc.aop.DynamicDataSourceTransactionInterceptor
108_liferay 	 com.liferay.portal.dao.jdbc.aop.Operation
108_liferay 	 com.liferay.portal.dao.jdbc.pacl.PACLConnectionHandler
108_liferay 	 com.liferay.portal.dao.jdbc.pacl.PACLDataSource
108_liferay 	 com.liferay.portal.dao.jdbc.pacl.PACLStatementHandler
108_liferay 	 com.liferay.portal.dao.jdbc.pool.c3p0.PortalConnectionCustomizer
108_liferay 	 com.liferay.portal.dao.jdbc.spring.DataSourceFactoryBean
108_liferay 	 com.liferay.portal.dao.jdbc.spring.MappingSqlQueryFactoryImpl
108_liferay 	 com.liferay.portal.dao.jdbc.spring.MappingSqlQueryImpl
108_liferay 	 com.liferay.portal.dao.jdbc.spring.SqlUpdateFactoryImpl
108_liferay 	 com.liferay.portal.dao.jdbc.spring.SqlUpdateImpl
108_liferay 	 com.liferay.portal.dao.jdbc.util.DataSourceFactoryBean
108_liferay 	 com.liferay.portal.dao.jdbc.util.DataSourceSwapper
108_liferay 	 com.liferay.portal.dao.jdbc.util.DataSourceWrapper
108_liferay 	 com.liferay.portal.dao.orm.common.EntityCacheImpl
108_liferay 	 com.liferay.portal.dao.orm.common.FinderCacheImpl
108_liferay 	 com.liferay.portal.dao.orm.common.PortalCustomSQLImpl
108_liferay 	 com.liferay.portal.dao.orm.common.SQLTransformer
108_liferay 	 com.liferay.portal.dao.orm.hibernate.BooleanType
108_liferay 	 com.liferay.portal.dao.orm.hibernate.CacheModeTranslator
108_liferay 	 com.liferay.portal.dao.orm.hibernate.CamelCasePropertyAccessor
108_liferay 	 com.liferay.portal.dao.orm.hibernate.ConjunctionImpl
108_liferay 	 com.liferay.portal.dao.orm.hibernate.CriterionImpl
108_liferay 	 com.liferay.portal.dao.orm.hibernate.DB2Dialect
108_liferay 	 com.liferay.portal.dao.orm.hibernate.DialectImpl
108_liferay 	 com.liferay.portal.dao.orm.hibernate.DisjunctionImpl
108_liferay 	 com.liferay.portal.dao.orm.hibernate.DoubleType
108_liferay 	 com.liferay.portal.dao.orm.hibernate.DynamicQueryFactoryImpl
108_liferay 	 com.liferay.portal.dao.orm.hibernate.DynamicQueryImpl
108_liferay 	 com.liferay.portal.dao.orm.hibernate.ExceptionTranslator
108_liferay 	 com.liferay.portal.dao.orm.hibernate.FloatType
108_liferay 	 com.liferay.portal.dao.orm.hibernate.IntegerType
108_liferay 	 com.liferay.portal.dao.orm.hibernate.LockModeTranslator
108_liferay 	 com.liferay.portal.dao.orm.hibernate.LongType
108_liferay 	 com.liferay.portal.dao.orm.hibernate.OrderFactoryImpl
108_liferay 	 com.liferay.portal.dao.orm.hibernate.OrderImpl
108_liferay 	 com.liferay.portal.dao.orm.hibernate.PortletSessionFactoryImpl
108_liferay 	 com.liferay.portal.dao.orm.hibernate.PrivatePropertyAccessor
108_liferay 	 com.liferay.portal.dao.orm.hibernate.ProjectionFactoryImpl
108_liferay 	 com.liferay.portal.dao.orm.hibernate.ProjectionImpl
108_liferay 	 com.liferay.portal.dao.orm.hibernate.ProjectionListImpl
108_liferay 	 com.liferay.portal.dao.orm.hibernate.PropertyFactoryImpl
108_liferay 	 com.liferay.portal.dao.orm.hibernate.PropertyImpl
108_liferay 	 com.liferay.portal.dao.orm.hibernate.QueryImpl
108_liferay 	 com.liferay.portal.dao.orm.hibernate.RestrictionsFactoryImpl
108_liferay 	 com.liferay.portal.dao.orm.hibernate.SQLQueryImpl
108_liferay 	 com.liferay.portal.dao.orm.hibernate.SQLServer2005Dialect
108_liferay 	 com.liferay.portal.dao.orm.hibernate.SQLServer2008Dialect
108_liferay 	 com.liferay.portal.dao.orm.hibernate.SQLServerLimitStringUtil
108_liferay 	 com.liferay.portal.dao.orm.hibernate.ScrollableResultsImpl
108_liferay 	 com.liferay.portal.dao.orm.hibernate.SessionFactoryImpl
108_liferay 	 com.liferay.portal.dao.orm.hibernate.SessionImpl
108_liferay 	 com.liferay.portal.dao.orm.hibernate.ShortType
108_liferay 	 com.liferay.portal.dao.orm.hibernate.StringType
108_liferay 	 com.liferay.portal.dao.orm.hibernate.TypeTranslator
108_liferay 	 com.liferay.portal.dao.orm.hibernate.jmx.HibernateStatisticsService
108_liferay 	 com.liferay.portal.dao.orm.hibernate.region.BaseRegionWrapper
108_liferay 	 com.liferay.portal.dao.orm.hibernate.region.CollectionRegionWrapper
108_liferay 	 com.liferay.portal.dao.orm.hibernate.region.EntityRegionWrapper
108_liferay 	 com.liferay.portal.dao.orm.hibernate.region.LiferayEhcacheRegionFactory
108_liferay 	 com.liferay.portal.dao.orm.hibernate.region.MBeanRegisteringPortalLifecycle
108_liferay 	 com.liferay.portal.dao.orm.hibernate.region.QueryResultsRegionWrapper
108_liferay 	 com.liferay.portal.dao.orm.hibernate.region.SingletonLiferayEhcacheRegionFactory
108_liferay 	 com.liferay.portal.dao.orm.hibernate.region.TimestampsRegionWrapper
108_liferay 	 com.liferay.portal.dao.orm.jpa.DialectImpl
108_liferay 	 com.liferay.portal.dao.orm.jpa.DynamicQueryFactoryImpl
108_liferay 	 com.liferay.portal.dao.orm.jpa.ExceptionTranslator
108_liferay 	 com.liferay.portal.dao.orm.jpa.LockModeTranslator
108_liferay 	 com.liferay.portal.dao.orm.jpa.NewSessionImpl
108_liferay 	 com.liferay.portal.dao.orm.jpa.OrderFactoryImpl
108_liferay 	 com.liferay.portal.dao.orm.jpa.ProjectionFactoryImpl
108_liferay 	 com.liferay.portal.dao.orm.jpa.PropertyFactoryImpl
108_liferay 	 com.liferay.portal.dao.orm.jpa.QueryImpl
108_liferay 	 com.liferay.portal.dao.orm.jpa.RestrictionsFactoryImpl
108_liferay 	 com.liferay.portal.dao.orm.jpa.SQLQueryImpl
108_liferay 	 com.liferay.portal.dao.orm.jpa.ScrollableResultsImpl
108_liferay 	 com.liferay.portal.dao.orm.jpa.SessionFactoryImpl
108_liferay 	 com.liferay.portal.dao.orm.jpa.SessionImpl
108_liferay 	 com.liferay.portal.dao.shard.ManualShardSelector
108_liferay 	 com.liferay.portal.dao.shard.RoundRobinShardSelector
108_liferay 	 com.liferay.portal.dao.shard.ShardDataSource
108_liferay 	 com.liferay.portal.dao.shard.ShardDataSourceTargetSource
108_liferay 	 com.liferay.portal.dao.shard.ShardImpl
108_liferay 	 com.liferay.portal.dao.shard.ShardMappingSqlQueryFactoryImpl
108_liferay 	 com.liferay.portal.dao.shard.ShardMappingSqlQueryImpl
108_liferay 	 com.liferay.portal.dao.shard.ShardPollerProcessorWrapper
108_liferay 	 com.liferay.portal.dao.shard.ShardSessionFactoryTargetSource
108_liferay 	 com.liferay.portal.dao.shard.ShardSqlUpdateFactoryImpl
108_liferay 	 com.liferay.portal.dao.shard.ShardSqlUpdateImpl
108_liferay 	 com.liferay.portal.dao.shard.ShardUtil
108_liferay 	 com.liferay.portal.dao.shard.advice.ShardAdvice
108_liferay 	 com.liferay.portal.dao.shard.advice.ShardCompanyAdvice
108_liferay 	 com.liferay.portal.dao.shard.advice.ShardGloballyAdvice
108_liferay 	 com.liferay.portal.dao.shard.advice.ShardIterativelyAdvice
108_liferay 	 com.liferay.portal.dao.shard.advice.ShardParameterAdvice
108_liferay 	 com.liferay.portal.dao.shard.advice.ShardPersistenceAdvice
108_liferay 	 com.liferay.portal.dao.shard.advice.ShardPortletAdvice
108_liferay 	 com.liferay.portal.deploy.DeployManagerImpl
108_liferay 	 com.liferay.portal.deploy.DeployUtil
108_liferay 	 com.liferay.portal.deploy.auto.ExtAutoDeployListener
108_liferay 	 com.liferay.portal.deploy.auto.ExtAutoDeployer
108_liferay 	 com.liferay.portal.deploy.auto.HookAutoDeployListener
108_liferay 	 com.liferay.portal.deploy.auto.HookAutoDeployer
108_liferay 	 com.liferay.portal.deploy.auto.LayoutTemplateAutoDeployListener
108_liferay 	 com.liferay.portal.deploy.auto.LayoutTemplateAutoDeployer
108_liferay 	 com.liferay.portal.deploy.auto.LiferayPackageAutoDeployListener
108_liferay 	 com.liferay.portal.deploy.auto.LiferayPackageAutoDeployer
108_liferay 	 com.liferay.portal.deploy.auto.MVCPortletAutoDeployer
108_liferay 	 com.liferay.portal.deploy.auto.PHPPortletAutoDeployer
108_liferay 	 com.liferay.portal.deploy.auto.PortletAutoDeployListener
108_liferay 	 com.liferay.portal.deploy.auto.PortletAutoDeployer
108_liferay 	 com.liferay.portal.deploy.auto.ThemeAutoDeployListener
108_liferay 	 com.liferay.portal.deploy.auto.ThemeAutoDeployer
108_liferay 	 com.liferay.portal.deploy.auto.WAIAutoDeployer
108_liferay 	 com.liferay.portal.deploy.auto.WebAutoDeployListener
108_liferay 	 com.liferay.portal.deploy.auto.WebAutoDeployer
108_liferay 	 com.liferay.portal.deploy.auto.exploded.tomcat.BaseExplodedTomcatListener
108_liferay 	 com.liferay.portal.deploy.auto.exploded.tomcat.HookExplodedTomcatDeployer
108_liferay 	 com.liferay.portal.deploy.auto.exploded.tomcat.HookExplodedTomcatListener
108_liferay 	 com.liferay.portal.deploy.auto.exploded.tomcat.LayoutTemplateExplodedTomcatDeployer
108_liferay 	 com.liferay.portal.deploy.auto.exploded.tomcat.LayoutTemplateExplodedTomcatListener
108_liferay 	 com.liferay.portal.deploy.auto.exploded.tomcat.MVCPortletExplodedTomcatDeployer
108_liferay 	 com.liferay.portal.deploy.auto.exploded.tomcat.PHPPortletExplodedTomcatDeployer
108_liferay 	 com.liferay.portal.deploy.auto.exploded.tomcat.PortletExplodedTomcatDeployer
108_liferay 	 com.liferay.portal.deploy.auto.exploded.tomcat.PortletExplodedTomcatListener
108_liferay 	 com.liferay.portal.deploy.auto.exploded.tomcat.ThemeExplodedTomcatDeployer
108_liferay 	 com.liferay.portal.deploy.auto.exploded.tomcat.ThemeExplodedTomcatListener
108_liferay 	 com.liferay.portal.deploy.hot.ExtHotDeployListener
108_liferay 	 com.liferay.portal.deploy.hot.HookHotDeployListener
108_liferay 	 com.liferay.portal.deploy.hot.HotDeployImpl
108_liferay 	 com.liferay.portal.deploy.hot.LayoutTemplateHotDeployListener
108_liferay 	 com.liferay.portal.deploy.hot.MessagingHotDeployListener
108_liferay 	 com.liferay.portal.deploy.hot.PluginPackageHotDeployListener
108_liferay 	 com.liferay.portal.deploy.hot.PortletHotDeployListener
108_liferay 	 com.liferay.portal.deploy.hot.ServletContextListenerHotDeployListener
108_liferay 	 com.liferay.portal.deploy.hot.SocialHotDeployListener
108_liferay 	 com.liferay.portal.deploy.hot.SpringHotDeployListener
108_liferay 	 com.liferay.portal.deploy.hot.ThemeHotDeployListener
108_liferay 	 com.liferay.portal.deploy.hot.ThemeLoaderHotDeployListener
108_liferay 	 com.liferay.portal.deploy.hot.messaging.HotDeployMessageListener
108_liferay 	 com.liferay.portal.deploy.sandbox.BaseSandboxHandler
108_liferay 	 com.liferay.portal.deploy.sandbox.PortletSandboxDeployListener
108_liferay 	 com.liferay.portal.deploy.sandbox.PortletSandboxHandler
108_liferay 	 com.liferay.portal.deploy.sandbox.ThemeSandboxDeployListener
108_liferay 	 com.liferay.portal.deploy.sandbox.ThemeSandboxHandler
108_liferay 	 com.liferay.portal.editor.fckeditor.ConnectorAction
108_liferay 	 com.liferay.portal.editor.fckeditor.command.CommandArgument
108_liferay 	 com.liferay.portal.editor.fckeditor.command.CommandFactory
108_liferay 	 com.liferay.portal.editor.fckeditor.command.impl.CreateFolderCommand
108_liferay 	 com.liferay.portal.editor.fckeditor.command.impl.FileUploadCommand
108_liferay 	 com.liferay.portal.editor.fckeditor.command.impl.GetFoldersAndFilesCommand
108_liferay 	 com.liferay.portal.editor.fckeditor.command.impl.GetFoldersCommand
108_liferay 	 com.liferay.portal.editor.fckeditor.exception.FCKException
108_liferay 	 com.liferay.portal.editor.fckeditor.receiver.CommandReceiverFactory
108_liferay 	 com.liferay.portal.editor.fckeditor.receiver.impl.AttachmentCommandReceiver
108_liferay 	 com.liferay.portal.editor.fckeditor.receiver.impl.BaseCommandReceiver
108_liferay 	 com.liferay.portal.editor.fckeditor.receiver.impl.DocumentCommandReceiver
108_liferay 	 com.liferay.portal.editor.fckeditor.receiver.impl.PageCommandReceiver
108_liferay 	 com.liferay.portal.events.AddDefaultDDMStructuresAction
108_liferay 	 com.liferay.portal.events.AddDefaultDDMTemplatesAction
108_liferay 	 com.liferay.portal.events.AddDefaultDataAction
108_liferay 	 com.liferay.portal.events.AddDefaultDocumentLibraryStructuresAction
108_liferay 	 com.liferay.portal.events.AddDefaultLayoutPrototypesAction
108_liferay 	 com.liferay.portal.events.AddDefaultLayoutSetPrototypesAction
108_liferay 	 com.liferay.portal.events.AppShutdownAction
108_liferay 	 com.liferay.portal.events.AppStartupAction
108_liferay 	 com.liferay.portal.events.BaseDefaultDDMStructureAction
108_liferay 	 com.liferay.portal.events.ChannelHubAppShutdownAction
108_liferay 	 com.liferay.portal.events.ChannelHubAppStartupAction
108_liferay 	 com.liferay.portal.events.ChannelLoginPostAction
108_liferay 	 com.liferay.portal.events.ChannelSessionDestroyAction
108_liferay 	 com.liferay.portal.events.ClearRenderParametersAction
108_liferay 	 com.liferay.portal.events.DefaultLandingPageAction
108_liferay 	 com.liferay.portal.events.DefaultLogoutPageAction
108_liferay 	 com.liferay.portal.events.DeviceServicePreAction
108_liferay 	 com.liferay.portal.events.EventsProcessorImpl
108_liferay 	 com.liferay.portal.events.EventsProcessorUtil
108_liferay 	 com.liferay.portal.events.GarbageCollectorAction
108_liferay 	 com.liferay.portal.events.GlobalShutdownAction
108_liferay 	 com.liferay.portal.events.GlobalStartupAction
108_liferay 	 com.liferay.portal.events.LogMemoryUsageAction
108_liferay 	 com.liferay.portal.events.LogSessionIdAction
108_liferay 	 com.liferay.portal.events.LogThreadCountAction
108_liferay 	 com.liferay.portal.events.LoginPostAction
108_liferay 	 com.liferay.portal.events.LoginPreAction
108_liferay 	 com.liferay.portal.events.LogoutPostAction
108_liferay 	 com.liferay.portal.events.LogoutPreAction
108_liferay 	 com.liferay.portal.events.RandomLayoutAction
108_liferay 	 com.liferay.portal.events.RandomLookAndFeelAction
108_liferay 	 com.liferay.portal.events.SampleAppStartupAction
108_liferay 	 com.liferay.portal.events.SampleServicePreAction
108_liferay 	 com.liferay.portal.events.SecureRequestAction
108_liferay 	 com.liferay.portal.events.ServicePostAction
108_liferay 	 com.liferay.portal.events.ServicePreAction
108_liferay 	 com.liferay.portal.events.SessionCreateAction
108_liferay 	 com.liferay.portal.events.SessionDestroyAction
108_liferay 	 com.liferay.portal.events.ShutdownHook
108_liferay 	 com.liferay.portal.events.SiteMinderLogoutAction
108_liferay 	 com.liferay.portal.events.StartupAction
108_liferay 	 com.liferay.portal.events.StartupHelper
108_liferay 	 com.liferay.portal.events.StartupHelperUtil
108_liferay 	 com.liferay.portal.events.ThemeServicePreAction
108_liferay 	 com.liferay.portal.executor.PortalExecutorFactoryImpl
108_liferay 	 com.liferay.portal.executor.PortalExecutorManagerImpl
108_liferay 	 com.liferay.portal.facebook.FacebookConnectImpl
108_liferay 	 com.liferay.portal.facebook.FacebookServlet
108_liferay 	 com.liferay.portal.format.IdenticalPhoneNumberFormatImpl
108_liferay 	 com.liferay.portal.format.InternationalPhoneNumberFormatImpl
108_liferay 	 com.liferay.portal.format.PhoneNumberFormatImpl
108_liferay 	 com.liferay.portal.format.USAPhoneNumberFormatImpl
108_liferay 	 com.liferay.portal.freemarker.FreeMarkerManager
108_liferay 	 com.liferay.portal.freemarker.FreeMarkerServletResourceParser
108_liferay 	 com.liferay.portal.freemarker.FreeMarkerTemplate
108_liferay 	 com.liferay.portal.freemarker.FreeMarkerTemplateContextHelper
108_liferay 	 com.liferay.portal.freemarker.FreeMarkerUtil
108_liferay 	 com.liferay.portal.freemarker.LiferayObjectConstructor
108_liferay 	 com.liferay.portal.freemarker.LiferayObjectWrapper
108_liferay 	 com.liferay.portal.freemarker.LiferayTemplateCache
108_liferay 	 com.liferay.portal.freemarker.LiferayTemplateClassResolver
108_liferay 	 com.liferay.portal.freemarker.LiferayTemplateModel
108_liferay 	 com.liferay.portal.freemarker.PACLFreeMarkerTemplate
108_liferay 	 com.liferay.portal.googleapps.GAuthenticator
108_liferay 	 com.liferay.portal.googleapps.GBaseManagerImpl
108_liferay 	 com.liferay.portal.googleapps.GEmailSettingsManagerImpl
108_liferay 	 com.liferay.portal.googleapps.GGroupManagerImpl
108_liferay 	 com.liferay.portal.googleapps.GHelperUtil
108_liferay 	 com.liferay.portal.googleapps.GNicknameManagerImpl
108_liferay 	 com.liferay.portal.googleapps.GUserManagerImpl
108_liferay 	 com.liferay.portal.googleapps.GetNextItems
108_liferay 	 com.liferay.portal.googleapps.GoogleApps
108_liferay 	 com.liferay.portal.googleapps.GoogleAppsFactoryImpl
108_liferay 	 com.liferay.portal.im.AIMConnector
108_liferay 	 com.liferay.portal.im.ICQConnector
108_liferay 	 com.liferay.portal.im.MSNConnector
108_liferay 	 com.liferay.portal.im.MSNMessageAdapter
108_liferay 	 com.liferay.portal.im.YMConnector
108_liferay 	 com.liferay.portal.image.BaseHook
108_liferay 	 com.liferay.portal.image.DLHook
108_liferay 	 com.liferay.portal.image.DatabaseHook
108_liferay 	 com.liferay.portal.image.FileSystemHook
108_liferay 	 com.liferay.portal.image.GhostscriptImpl
108_liferay 	 com.liferay.portal.image.HookFactory
108_liferay 	 com.liferay.portal.image.ImageMagickImpl
108_liferay 	 com.liferay.portal.image.ImageToolImpl
108_liferay 	 com.liferay.portal.image.LiferayConvertCmd
108_liferay 	 com.liferay.portal.image.LiferayIdentifyCmd
108_liferay 	 com.liferay.portal.image.SpriteProcessorImpl
108_liferay 	 com.liferay.portal.increment.BufferedIncreasableEntry
108_liferay 	 com.liferay.portal.increment.BufferedIncrementAdvice
108_liferay 	 com.liferay.portal.increment.BufferedIncrementDiscardPolicy
108_liferay 	 com.liferay.portal.increment.BufferedIncrementMessageListener
108_liferay 	 com.liferay.portal.javadoc.JavadocManagerImpl
108_liferay 	 com.liferay.portal.javadoc.JavadocUtil
108_liferay 	 com.liferay.portal.jcr.JCRFactoryUtil
108_liferay 	 com.liferay.portal.jcr.JCRSessionInvocationHandler
108_liferay 	 com.liferay.portal.jcr.jackrabbit.JCRFactoryImpl
108_liferay 	 com.liferay.portal.jericho.CachedLoggerProvider
108_liferay 	 com.liferay.portal.jndi.pacl.PACLContext
108_liferay 	 com.liferay.portal.jndi.pacl.PACLInitialContextFactory
108_liferay 	 com.liferay.portal.jndi.pacl.PACLInitialContextFactoryBuilder
108_liferay 	 com.liferay.portal.json.FlexjsonTransformer
108_liferay 	 com.liferay.portal.json.JSONArrayImpl
108_liferay 	 com.liferay.portal.json.JSONDeserializerImpl
108_liferay 	 com.liferay.portal.json.JSONFactoryImpl
108_liferay 	 com.liferay.portal.json.JSONIncludesManager
108_liferay 	 com.liferay.portal.json.JSONInit
108_liferay 	 com.liferay.portal.json.JSONObjectImpl
108_liferay 	 com.liferay.portal.json.JSONSerializerImpl
108_liferay 	 com.liferay.portal.json.PortalBeanObjectFactory
108_liferay 	 com.liferay.portal.json.jabsorb.serializer.LiferayJSONSerializer
108_liferay 	 com.liferay.portal.json.jabsorb.serializer.LiferaySerializer
108_liferay 	 com.liferay.portal.json.jabsorb.serializer.LiferaySerializerState
108_liferay 	 com.liferay.portal.json.jabsorb.serializer.LocaleSerializer
108_liferay 	 com.liferay.portal.json.transformer.BaseJSONTransformer
108_liferay 	 com.liferay.portal.json.transformer.FlexjsonObjectJSONTransformer
108_liferay 	 com.liferay.portal.json.transformer.JSONArrayJSONTransformer
108_liferay 	 com.liferay.portal.json.transformer.JSONObjectJSONTransformer
108_liferay 	 com.liferay.portal.json.transformer.JSONSerializableJSONTransformer
108_liferay 	 com.liferay.portal.json.transformer.RepositoryModelJSONTransformer
108_liferay 	 com.liferay.portal.json.transformer.UserJSONTransformer
108_liferay 	 com.liferay.portal.jsonwebservice.JSONRPCRequest
108_liferay 	 com.liferay.portal.jsonwebservice.JSONRPCResponse
108_liferay 	 com.liferay.portal.jsonwebservice.JSONWebServiceActionConfig
108_liferay 	 com.liferay.portal.jsonwebservice.JSONWebServiceActionImpl
108_liferay 	 com.liferay.portal.jsonwebservice.JSONWebServiceActionParameters
108_liferay 	 com.liferay.portal.jsonwebservice.JSONWebServiceActionsManagerImpl
108_liferay 	 com.liferay.portal.jsonwebservice.JSONWebServiceClassVisitor
108_liferay 	 com.liferay.portal.jsonwebservice.JSONWebServiceConfigurator
108_liferay 	 com.liferay.portal.jsonwebservice.JSONWebServiceMappingResolver
108_liferay 	 com.liferay.portal.jsonwebservice.JSONWebServiceServiceAction
108_liferay 	 com.liferay.portal.jsonwebservice.JSONWebServiceServlet
108_liferay 	 com.liferay.portal.jsonwebservice.action.JSONWebServiceInvokerAction
108_liferay 	 com.liferay.portal.kernel.annotation.AnnotationLocator
108_liferay 	 com.liferay.portal.kernel.atom.AtomCollectionAdapterRegistryUtil
108_liferay 	 com.liferay.portal.kernel.atom.AtomEntryContent
108_liferay 	 com.liferay.portal.kernel.atom.AtomException
108_liferay 	 com.liferay.portal.kernel.atom.BaseAtomCollectionAdapter
108_liferay 	 com.liferay.portal.kernel.atom.BaseMediaAtomCollectionAdapter
108_liferay 	 com.liferay.portal.kernel.audit.AuditException
108_liferay 	 com.liferay.portal.kernel.audit.AuditMessage
